,District,year,ENR_TOTAL,Percent Change,NCESDist
124810,Charter Oak Unified,2017,4745,-2.7863142798606844,0608190
147614,Charter Oak Unified,2018,4566,-3.772391991570074,0608190
202334,Charter Oak Unified,2019,4528,-0.8322382829610162,0608190
14466,Chicago Park Elementary,2015,178,,0608340
82013,Chicago Park Elementary,2016,182,2.247191011235955,0608340
130984,Chicago Park Elementary,2017,186,2.197802197802198,0608340
147139,Chicago Park Elementary,2018,183,-1.6129032258064515,0608340
202177,Chicago Park Elementary,2019,170,-7.103825136612022,0608340
14319,Chico Unified,2015,13844,,0608370
82903,Chico Unified,2016,13968,0.8956948858711354,0608370
132697,Chico Unified,2017,14226,1.8470790378006874,0608370
146847,Chico Unified,2018,14356,0.9138197666244904,0608370
202030,Chico Unified,2019,14439,0.5781554750626915,0608370
14145,Chino Valley Unified,2015,29255,,0608460
84315,Chino Valley Unified,2016,28836,-1.4322338061869766,0608460
131640,Chino Valley Unified,2017,28141,-2.410181717297822,0608460
146494,Chino Valley Unified,2018,28063,-0.27717565118510357,0608460
201856,Chino Valley Unified,2019,28123,0.21380465381463137,0608460
14120,Chowchilla Elementary,2015,2168,,0608520
87102,Chowchilla Elementary,2016,2203,1.6143911439114391,0608520
131525,Chowchilla Elementary,2017,2243,1.8157058556513845,0608520
146409,Chowchilla Elementary,2018,2245,0.08916629514043692,0608520
201831,Chowchilla Elementary,2019,2249,0.17817371937639198,0608520
14110,Chowchilla Union High,2015,1087,,0608550
89329,Chowchilla Union High,2016,1073,-1.2879484820607177,0608550
131449,Chowchilla Union High,2017,1113,3.727865796831314,0608550
146283,Chowchilla Union High,2018,1113,0.0,0608550
201821,Chowchilla Union High,2019,1102,-0.9883198562443846,0608550
14105,Chualar Union,2015,345,,0608580
88882,Chualar Union,2016,338,-2.0289855072463765,0608580
124080,Chualar Union,2017,330,-2.366863905325444,0608580
148307,Chualar Union,2018,309,-6.363636363636363,0608580
201781,Chualar Union,2019,298,-3.559870550161812,0608580
13865,Chula Vista Elementary,2015,30215,,0608610
90166,Chula Vista Elementary,2016,30044,-0.5659440675161344,0608610
122310,Chula Vista Elementary,2017,30112,0.2263347090933298,0608610
149621,Chula Vista Elementary,2018,30130,0.0597768331562168,0608610
201541,Chula Vista Elementary,2019,30057,-0.24228343843345504,0608610
13860,Cienega Union Elementary,2015,29,,0608640
87420,Cienega Union Elementary,2016,23,-20.689655172413794,0608640
122235,Cienega Union Elementary,2017,30,30.434782608695656,0608640
149476,Cienega Union Elementary,2018,25,-16.666666666666664,0608640
201536,Cienega Union Elementary,2019,32,28.000000000000004,0608640
13850,Cinnabar Elementary,2015,270,,0608700
87162,Cinnabar Elementary,2016,270,0.0,0608700
122567,Cinnabar Elementary,2017,258,-4.444444444444445,0608700
149416,Cinnabar Elementary,2018,267,3.488372093023256,0608700
201526,Cinnabar Elementary,2019,264,-1.1235955056179776,0608700
13790,Claremont Unified,2015,6966,,0608760
88617,Claremont Unified,2016,7057,1.3063451047947172,0608760
121920,Claremont Unified,2017,7068,0.15587360068017572,0608760
149285,Claremont Unified,2018,6934,-1.8958687040181097,0608760
201466,Claremont Unified,2019,6849,-1.2258436688779926,0608760
13785,Clay Joint Elementary,2015,236,,0608850
87992,Clay Joint Elementary,2016,244,3.389830508474576,0608850
121775,Clay Joint Elementary,2017,255,4.508196721311475,0608850
149248,Clay Joint Elementary,2018,248,-2.7450980392156863,0608850
202535,Clay Joint Elementary,2019,246,-0.8064516129032258,0608850
13780,Clear Creek Elementary,2015,144,,0608880
73472,Clear Creek Elementary,2016,144,0.0,0608880
122035,Clear Creek Elementary,2017,161,11.805555555555555,0608880
148938,Clear Creek Elementary,2018,157,-2.484472049689441,0608880
202540,Clear Creek Elementary,2019,181,15.286624203821656,0608880
13758,Cloverdale Unified,2015,1391,,0608970
73215,Cloverdale Unified,2016,1411,1.4378145219266714,0608970
123793,Cloverdale Unified,2017,1429,1.2756909992912826,0608970
148891,Cloverdale Unified,2018,1365,-4.478656403079076,0608970
202545,Cloverdale Unified,2019,1375,0.7326007326007326,0608970
13519,Clovis Unified,2015,41869,,0609030
74929,Clovis Unified,2016,42727,2.0492488475960737,0609030
123529,Clovis Unified,2017,43085,0.8378776885809909,0609030
148567,Clovis Unified,2018,43214,0.29940814668678195,0609030
203666,Clovis Unified,2019,43628,0.9580228629610774,0609030
14618,Coachella Valley Unified,2015,18854,,0609070
74221,Coachella Valley Unified,2016,18719,-0.7160284289805876,0609070
123367,Coachella Valley Unified,2017,18372,-1.8537315027512153,0609070
148452,Coachella Valley Unified,2018,18013,-1.9540605268887437,0609070
203556,Coachella Valley Unified,2019,17887,-0.6994948093043912,0609070
14728,Coalinga-Huron Unified,2015,4447,,0609120
72991,Coalinga-Huron Unified,2016,4450,0.06746120980436249,0609120
123115,Coalinga-Huron Unified,2017,4450,0.0,0609120
146229,Coalinga-Huron Unified,2018,4466,0.3595505617977528,0609120
203465,Coalinga-Huron Unified,2019,4510,0.9852216748768473,0609120
14802,Cold Spring Elementary,2015,151,,0609270
71433,Cold Spring Elementary,2016,169,11.920529801324504,0609270
134724,Cold Spring Elementary,2017,170,0.591715976331361,0609270
143209,Cold Spring Elementary,2018,169,-0.5882352941176471,0609270
203440,Cold Spring Elementary,2019,171,1.183431952662722,0609270
15887,Colfax Elementary,2015,327,,0609300
72020,Colfax Elementary,2016,312,-4.587155963302752,0609300
134839,Colfax Elementary,2017,349,11.858974358974358,0609300
143204,Colfax Elementary,2018,361,3.4383954154727796,0609300
203435,Colfax Elementary,2019,386,6.9252077562326875,0609300
15872,College Elementary,2015,408,,0609330
78960,College Elementary,2016,393,-3.6764705882352944,0609330
135539,College Elementary,2017,396,0.7633587786259541,0609330
142820,College Elementary,2018,362,-8.585858585858585,0609330
203420,College Elementary,2019,378,4.41988950276243,0609330
15737,Colton Joint Unified,2015,23219,,0609390
79336,Colton Joint Unified,2016,22710,-2.192170205435204,0609390
133711,Colton Joint Unified,2017,22497,-0.9379128137384412,0609390
142314,Colton Joint Unified,2018,21956,-2.404765079788416,0609390
203285,Colton Joint Unified,2019,21409,-2.4913463290216797,0609390
15718,Columbia Elementary,2015,755,,0609450
79137,Columbia Elementary,2016,1363,80.52980132450331,0609450
134602,Columbia Elementary,2017,1357,-0.4402054292002935,0609450
142220,Columbia Elementary,2018,1376,1.400147383935151,0609450
203236,Columbia Elementary,2019,1465,6.468023255813954,0609450
15686,Colusa Unified,2015,1462,,0609570
79055,Colusa Unified,2016,1478,1.094391244870041,0609570
134328,Colusa Unified,2017,1450,-1.8944519621109608,0609570
142143,Colusa Unified,2018,1489,2.689655172413793,0609570
203204,Colusa Unified,2019,1525,2.41773002014775,0609570
15483,Compton Unified,2015,21835,,0609620
76609,Compton Unified,2016,23452,7.4055415617128455,0609620
133508,Compton Unified,2017,23665,0.9082381033600546,0609620
141276,Compton Unified,2018,22956,-2.995985632791042,0609620
203001,Compton Unified,2019,23106,0.6534239414532148,0609620
1078,Leggett Valley Unified,2015,116,,0609665
54886,Leggett Valley Unified,2016,119,2.586206896551724,0609665
122871,Leggett Valley Unified,2017,127,6.722689075630252,0609665
171170,Leggett Valley Unified,2018,128,0.7874015748031495,0609665
192070,Leggett Valley Unified,2019,131,2.34375,0609665
15892,Corcoran Joint Unified,2015,3300,,0609690
78733,Corcoran Joint Unified,2016,3334,1.0303030303030303,0609690
133325,Corcoran Joint Unified,2017,3320,-0.4199160167966407,0609690
143458,Corcoran Joint Unified,2018,3318,-0.06024096385542169,0609690
202825,Corcoran Joint Unified,2019,3303,-0.45207956600361665,0609690
15163,Corona-Norco Unified,2015,53313,,0609850
77138,Corona-Norco Unified,2016,53119,-0.3638887325792958,0609850
134013,Corona-Norco Unified,2017,53219,0.18825655603456393,0609850
145390,Corona-Norco Unified,2018,52877,-0.6426276329882185,0609850
202567,Corona-Norco Unified,2019,52447,-0.8132080110444995,0609850
15112,Coronado Unified,2015,3145,,0609870
78828,Coronado Unified,2016,3058,-2.766295707472178,0609870
133304,Coronado Unified,2017,2937,-3.9568345323741005,0609870
145329,Coronado Unified,2018,3044,3.6431733060946545,0609870
201445,Coronado Unified,2019,3054,0.328515111695138,0609870
15097,Cottonwood Union Elementary,2015,1097,,0609990
80651,Cottonwood Union Elementary,2016,1091,-0.5469462169553327,0609990
135619,Cottonwood Union Elementary,2017,1163,6.5994500458295136,0609990
145246,Cottonwood Union Elementary,2018,1161,-0.17196904557179707,0609990
201430,Cottonwood Union Elementary,2019,1174,1.119724375538329,0609990
15012,Covina-Valley Unified,2015,11906,,0610050
79762,Covina-Valley Unified,2016,11909,0.025197379472534857,0610050
134844,Covina-Valley Unified,2017,11833,-0.6381728104794694,0610050
145161,Covina-Valley Unified,2018,11684,-1.25919039972957,0610050
200419,Covina-Valley Unified,2019,11628,-0.47928791509756935,0610050
14987,Cuddeback Union Elementary,2015,120,,0610230
74331,Cuddeback Union Elementary,2016,133,10.833333333333334,0610230
114799,Cuddeback Union Elementary,2017,143,7.518796992481203,0610230
144966,Cuddeback Union Elementary,2018,149,4.195804195804196,0610230
200365,Cuddeback Union Elementary,2019,148,-0.6711409395973155,0610230
14942,Culver City Unified,2015,6729,,0610260
87997,Culver City Unified,2016,6828,1.471243869817209,0610260
114699,Culver City Unified,2017,7024,2.870533099004101,0610260
144900,Culver City Unified,2018,7128,1.4806378132118452,0610260
200320,Culver City Unified,2019,7088,-0.5611672278338945,0610260
14817,Cupertino Union,2015,18939,,0610290
87542,Cupertino Union,2016,18590,-1.8427583293732508,0610290
114523,Cupertino Union,2017,18003,-3.157611619150081,0610290
144750,Cupertino Union,2018,17351,-3.621618619119036,0610290
200195,Cupertino Union,2019,16705,-3.7231283499510117,0610290
14807,Cutten Elementary,2015,605,,0610380
83084,Cutten Elementary,2016,622,2.809917355371901,0610380
114503,Cutten Elementary,2017,601,-3.376205787781351,0610380
144715,Cutten Elementary,2018,610,1.497504159733777,0610380
200165,Cutten Elementary,2019,639,4.754098360655737,0610380
15133,Cypress Elementary,2015,3938,,0610440
84917,Cypress Elementary,2016,3961,0.5840528186896902,0610440
116127,Cypress Elementary,2017,3948,-0.3281999495077001,0610440
154772,Cypress Elementary,2018,3918,-0.7598784194528876,0610440
200115,Cypress Elementary,2019,3812,-2.7054619703930576,0610440
13486,Death Valley Unified,2015,29,,0610680
85976,Death Valley Unified,2016,22,-24.137931034482758,0610680
115916,Death Valley Unified,2017,26,18.181818181818183,0610680
154739,Death Valley Unified,2018,28,7.6923076923076925,0610680
200102,Death Valley Unified,2019,24,-14.285714285714285,0610680
13014,Dehesa Elementary,2015,3883,,0610710
86631,Dehesa Elementary,2016,6322,62.81225856296678,0610710
115583,Dehesa Elementary,2017,8677,37.25086997785511,0610710
154465,Dehesa Elementary,2018,11705,34.89685375129653,0610710
200059,Dehesa Elementary,2019,9734,-16.83895771038018,0610710
12300,Del Mar Union Elementary,2015,4331,,0610740
82268,Del Mar Union Elementary,2016,4412,1.8702378203648118,0610740
115461,Del Mar Union Elementary,2017,4451,0.8839528558476882,0610740
154309,Del Mar Union Elementary,2018,4261,-4.268703662098405,0610740
199996,Del Mar Union Elementary,2019,4128,-3.121333020417742,0610740
12223,Del Norte County Unified,2015,3572,,0610770
89830,Del Norte County Unified,2016,3679,2.99552071668533,0610770
113893,Del Norte County Unified,2017,3628,-1.386246262571351,0610770
153724,Del Norte County Unified,2018,3902,7.552370452039692,0610770
199919,Del Norte County Unified,2019,3981,2.0246027678113787,0610770
12203,Delano Joint Union High,2015,4205,,0610860
89799,Delano Joint Union High,2016,4224,0.4518430439952438,0610860
113864,Delano Joint Union High,2017,4314,2.130681818181818,0610860
153704,Delano Joint Union High,2018,4219,-2.202132591562355,0610860
199899,Delano Joint Union High,2019,4263,1.042901161412657,0610860
12143,Delano Union Elementary,2015,7415,,0610890
87477,Delano Union Elementary,2016,7387,-0.37761294672960216,0610890
111998,Delano Union Elementary,2017,7145,-3.276025450115067,0610890
153574,Delano Union Elementary,2018,6884,-3.6529041287613717,0610890
199839,Delano Union Elementary,2019,6687,-2.861708309122603,0610890
12109,Delphic Elementary,2015,46,,0610980
73547,Delphic Elementary,2016,57,23.91304347826087,0610980
111712,Delphic Elementary,2017,61,7.017543859649122,0610980
153499,Delphic Elementary,2018,60,-1.639344262295082,0610980
200504,Delphic Elementary,2019,62,3.3333333333333335,0610980
12104,Desert Center Unified,2015,24,,0611100
73090,Desert Center Unified,2016,19,-20.833333333333336,0611100
111822,Desert Center Unified,2017,15,-21.052631578947366,0611100
154810,Desert Center Unified,2018,29,93.33333333333333,0611100
201420,Desert Center Unified,2019,28,-3.4482758620689653,0611100
11937,Desert Sands Unified,2015,28719,,0611110
73945,Desert Sands Unified,2016,28958,0.8322016783314182,0611110
112145,Desert Sands Unified,2017,28708,-0.863319290006216,0611110
155371,Desert Sands Unified,2018,28610,-0.34136825971854534,0611110
200509,Desert Sands Unified,2019,27962,-2.264942327857393,0611110
11932,Di Giorgio Elementary,2015,213,,0611130
70611,Di Giorgio Elementary,2016,229,7.511737089201878,0611130
113773,Di Giorgio Elementary,2017,211,-7.860262008733625,0611130
155366,Di Giorgio Elementary,2018,224,6.161137440758294,0611130
201415,Di Giorgio Elementary,2019,205,-8.482142857142858,0611130
4049,Miller Creek Elementary,2015,1985,,0611220
68344,Miller Creek Elementary,2016,1976,-0.4534005037783375,0611220
91549,Miller Creek Elementary,2017,1981,0.25303643724696356,0611220
157501,Miller Creek Elementary,2018,1982,0.05047955577990913,0611220
218594,Miller Creek Elementary,2019,2018,1.8163471241170535,0611220
11892,Dixon Unified,2015,3742,,0611280
71975,Dixon Unified,2016,3660,-2.191341528594335,0611280
113175,Dixon Unified,2017,3652,-0.2185792349726776,0611280
155185,Dixon Unified,2018,3626,-0.7119386637458927,0611280
201335,Dixon Unified,2019,3509,-3.226696083838941,0611280
11759,Downey Unified,2015,22581,,0611460
80691,Downey Unified,2016,22219,-1.6031176652938313,0611460
112476,Downey Unified,2017,21888,-1.489716008821279,0611460
154972,Downey Unified,2018,21995,0.48885233918128657,0611460
201202,Downey Unified,2019,22043,0.21823141623096157,0611460
11714,Dry Creek Joint Elementary,2015,6685,,0611490
76937,Dry Creek Joint Elementary,2016,6712,0.4038893044128646,0611490
114999,Dry Creek Joint Elementary,2017,6852,2.0858164481525625,0611490
154927,Dry Creek Joint Elementary,2018,6793,-0.8610624635143024,0611490
201157,Dry Creek Joint Elementary,2019,6669,-1.8254085087590168,0611490
11667,Duarte Unified,2015,3847,,0611520
78913,Duarte Unified,2016,3733,-2.9633480634260465,0611520
120010,Duarte Unified,2017,4312,15.510313420841145,0611520
154815,Duarte Unified,2018,4752,10.204081632653061,0611520
201110,Duarte Unified,2019,5050,6.271043771043772,0611520
11598,Dunham Elementary,2015,194,,0611610
78512,Dunham Elementary,2016,186,-4.123711340206185,0611610
119520,Dunham Elementary,2017,193,3.763440860215054,0611610
150855,Dunham Elementary,2018,168,-12.953367875647666,0611610
201006,Dunham Elementary,2019,168,0.0,0611610
12340,Dunsmuir Elementary,2015,89,,0611670
78773,Dunsmuir Elementary,2016,90,1.1235955056179776,0611670
119282,Dunsmuir Elementary,2017,87,-3.3333333333333335,0611670
150846,Dunsmuir Elementary,2018,90,3.4482758620689653,0611670
201001,Dunsmuir Elementary,2019,93,3.3333333333333335,0611670
12345,Dunsmuir Joint Union High,2015,67,,0611700
78908,Dunsmuir Joint Union High,2016,65,-2.9850746268656714,0611700
120113,Dunsmuir Joint Union High,2017,63,-3.076923076923077,0611700
150774,Dunsmuir Joint Union High,2018,61,-3.1746031746031744,0611700
200996,Dunsmuir Joint Union High,2019,59,-3.278688524590164,0611700
12350,Durham Unified,2015,983,,0611730
76997,Durham Unified,2016,986,0.3051881993896236,0611730
121215,Durham Unified,2017,1016,3.0425963488843815,0611730
150637,Durham Unified,2018,1036,1.968503937007874,0611730
200981,Durham Unified,2019,1053,1.6409266409266408,0611730
12365,East Side Union High,2015,26614,,0611820
75533,East Side Union High,2016,26975,1.356428947170662,0611820
120942,East Side Union High,2017,27208,0.8637627432808156,0611820
150363,East Side Union High,2018,26517,-2.5396942075860043,0611820
200771,East Side Union High,2019,26300,-0.8183429498057849,0611820
13341,East Whittier City Elementary,2015,8830,,0611850
75950,East Whittier City Elementary,2016,8768,-0.7021517553793885,0611850
120535,East Whittier City Elementary,2017,8594,-1.9844890510948905,0611850
150198,East Whittier City Elementary,2018,8509,-0.9890621363742146,0611850
200706,East Whittier City Elementary,2019,8399,-1.2927488541544248,0611850
13311,Eastern Sierra Unified,2015,377,,0611870
76907,Eastern Sierra Unified,2016,402,6.631299734748011,0611870
120380,Eastern Sierra Unified,2017,417,3.731343283582089,0611870
150151,Eastern Sierra Unified,2018,403,-3.357314148681055,0611870
200676,Eastern Sierra Unified,2019,433,7.444168734491314,0611870
13281,Eastside Union Elementary,2015,3424,,0611910
80799,Eastside Union Elementary,2016,3397,-0.7885514018691588,0611910
120301,Eastside Union Elementary,2017,3402,0.14718869590815425,0611910
150096,Eastside Union Elementary,2018,3275,-3.7330981775426224,0611910
203255,Eastside Union Elementary,2019,3320,1.3740458015267176,0611910
13271,Edison Elementary,2015,1074,,0611940
80636,Edison Elementary,2016,1059,-1.3966480446927374,0611940
120269,Edison Elementary,2017,1041,-1.69971671388102,0611940
150006,Edison Elementary,2018,1052,1.0566762728146013,0611940
203915,Edison Elementary,2019,1060,0.7604562737642585,0611940
13203,El Centro Elementary,2015,6231,,0612030
80849,El Centro Elementary,2016,6049,-2.920879473599743,0612030
117007,El Centro Elementary,2017,6145,1.587039180029757,0612030
150920,El Centro Elementary,2018,5746,-6.493083807973962,0612030
203925,El Centro Elementary,2019,5618,-2.2276366167768886,0612030
13137,El Dorado Union High,2015,6674,,0612070
80512,El Dorado Union High,2016,6630,-0.6592747977225052,0612070
116849,El Dorado Union High,2017,6643,0.19607843137254902,0612070
153139,El Dorado Union High,2018,6715,1.083847659190125,0612070
207287,El Dorado Union High,2019,6783,1.0126582278481013,0612070
13062,El Monte City,2015,8709,,0612090
79156,El Monte City,2016,8453,-2.9394878860948443,0612090
116599,El Monte City,2017,8233,-2.602626286525494,0612090
153014,El Monte City,2018,8002,-2.805781610591522,0612090
207212,El Monte City,2019,7893,-1.3621594601349662,0612090
13406,El Monte Union High,2015,9071,,0612120
79702,El Monte Union High,2016,8986,-0.9370521441957889,0612120
116309,El Monte Union High,2017,8838,-1.6470064544847542,0612120
152551,El Monte Union High,2018,8607,-2.613713509843856,0612120
207177,El Monte Union High,2019,8264,-3.9851283838735916,0612120
13057,El Nido Elementary,2015,153,,0612150
80462,El Nido Elementary,2016,164,7.18954248366013,0612150
118758,El Nido Elementary,2017,166,1.2195121951219512,0612150
152439,El Nido Elementary,2018,181,9.036144578313253,0612150
206858,El Nido Elementary,2019,158,-12.70718232044199,0612150
12945,El Rancho Unified,2015,8813,,0612180
71438,El Rancho Unified,2016,8707,-1.2027686372404403,0612180
118549,El Rancho Unified,2017,8624,-0.953256000918801,0612180
151720,El Rancho Unified,2018,8416,-2.411873840445269,0612180
206789,El Rancho Unified,2019,8181,-2.792300380228137,0612180
12920,El Segundo Unified,2015,3471,,0612210
71950,El Segundo Unified,2016,3469,-0.05762028233938346,0612210
118066,El Segundo Unified,2017,3474,0.14413375612568463,0612210
151637,El Segundo Unified,2018,3445,-0.8347725964306276,0612210
206764,El Segundo Unified,2019,3496,1.4804063860667633,0612210
12570,Elk Grove Unified,2015,62533,,0612330
72592,Elk Grove Unified,2016,62825,0.4669534485791502,0612330
117624,Elk Grove Unified,2017,63050,0.3581376840429765,0612330
151159,Elk Grove Unified,2018,63682,1.0023790642347343,0612330
206414,Elk Grove Unified,2019,64223,0.8495336201752458,0612330
12565,Elk Hills Elementary,2015,196,,0612360
70413,Elk Hills Elementary,2016,185,-5.612244897959184,0612360
117566,Elk Hills Elementary,2017,187,1.0810810810810811,0612360
135910,Elk Hills Elementary,2018,187,0.0,0612360
206404,Elk Hills Elementary,2019,192,2.6737967914438503,0612360
12550,Elverta Joint Elementary,2015,328,,0612600
70596,Elverta Joint Elementary,2016,288,-12.195121951219512,0612600
117609,Elverta Joint Elementary,2017,312,8.333333333333332,0612600
136333,Elverta Joint Elementary,2018,301,-3.5256410256410255,0612600
206389,Elverta Joint Elementary,2019,312,3.6544850498338874,0612600
12540,Emery Unified,2015,698,,0612630
70664,Emery Unified,2016,685,-1.8624641833810889,0612630
118056,Emery Unified,2017,690,0.7299270072992701,0612630
136468,Emery Unified,2018,743,7.681159420289855,0612630
206379,Emery Unified,2019,721,-2.9609690444145356,0612630
12495,Encinitas Union Elementary,2015,5316,,0612750
71218,Encinitas Union Elementary,2016,5308,-0.15048908954100826,0612750
118623,Encinitas Union Elementary,2017,5345,0.6970610399397137,0612750
137723,Encinitas Union Elementary,2018,5276,-1.2909260991580918,0612750
206334,Encinitas Union Elementary,2019,5341,1.2319939347990903,0612750
13441,Enterprise Elementary,2015,3674,,0612810
73045,Enterprise Elementary,2016,3781,2.9123571039738705,0612810
116344,Enterprise Elementary,2017,3777,-0.10579211848717271,0612810
137577,Enterprise Elementary,2018,3733,-1.1649457241196717,0612810
206289,Enterprise Elementary,2019,3836,2.759174926332708,0612810
15947,Escalon Unified,2015,2834,,0612840
74336,Escalon Unified,2016,2895,2.1524347212420607,0612840
116920,Escalon Unified,2017,2935,1.381692573402418,0612840
136127,Escalon Unified,2018,2992,1.9420783645655877,0612840
207353,Escalon Unified,2019,3034,1.4037433155080214,0612840
17774,Escondido Union,2015,19067,,0612880
74479,Escondido Union,2016,18965,-0.5349556825929617,0612880
117202,Escondido Union,2017,18695,-1.4236751911415766,0612880
137803,Escondido Union,2018,18473,-1.1874832843006151,0612880
207393,Escondido Union,2019,18294,-0.9689817571590971,0612880
15987,Escondido Union High,2015,9556,,0612910
74747,Escondido Union High,2016,9571,0.15696944328170784,0612910
120343,Escondido Union High,2017,9472,-1.034374673492843,0612910
140245,Escondido Union High,2018,9498,0.27449324324324326,0612910
207524,Escondido Union High,2019,9509,0.11581385554853653,0612910
18846,Etiwanda Elementary,2015,13866,,0612960
73758,Etiwanda Elementary,2016,13986,0.865426222414539,0612960
120608,Etiwanda Elementary,2017,14102,0.8294008294008294,0612960
140342,Etiwanda Elementary,2018,14081,-0.14891504751099136,0612960
207561,Etiwanda Elementary,2019,14013,-0.48292024714153825,0612960
18766,Eureka Union,2015,3275,,0613080
73477,Eureka Union,2016,3379,3.17557251908397,0613080
119614,Eureka Union,2017,3381,0.059189109203906486,0613080
139800,Eureka Union,2018,3343,-1.1239278320023662,0613080
208481,Eureka Union,2019,3341,-0.05982650314089141,0613080
18676,Evergreen Elementary,2015,12275,,0613140
73663,Evergreen Elementary,2016,11793,-3.9266802443991855,0613140
119847,Evergreen Elementary,2017,11383,-3.4766386839650636,0613140
138437,Evergreen Elementary,2018,10837,-4.7966265483615915,0613140
208391,Evergreen Elementary,2019,10426,-3.7925625173018362,0613140
18656,Fairfax Elementary,2015,2540,,0613290
87920,Fairfax Elementary,2016,2699,6.25984251968504,0613290
116282,Fairfax Elementary,2017,2705,0.2223045572434235,0613290
138217,Fairfax Elementary,2018,2682,-0.8502772643253234,0613290
208371,Fairfax Elementary,2019,2693,0.41014168530947054,0613290
18515,Fairfield-Suisun Unified,2015,21500,,0613360
88102,Fairfield-Suisun Unified,2016,21558,0.2697674418604651,0613360
112688,Fairfield-Suisun Unified,2017,21493,-0.3015121996474627,0613360
139232,Fairfield-Suisun Unified,2018,21365,-0.5955427348439026,0613360
208230,Fairfield-Suisun Unified,2019,21236,-0.6037912473671894,0613360
18467,Fall River Joint Unified,2015,1184,,0613470
88456,Fall River Joint Unified,2016,1232,4.054054054054054,0613470
113078,Fall River Joint Unified,2017,1209,-1.8668831168831168,0613470
139099,Fall River Joint Unified,2018,1200,-0.7444168734491315,0613470
208182,Fall River Joint Unified,2019,1211,0.9166666666666666,0613470
18417,Fallbrook Union Elementary,2015,5049,,0613500
88682,Fallbrook Union Elementary,2016,5000,-0.9704892057833234,0613500
113336,Fallbrook Union Elementary,2017,4861,-2.78,0613500
138934,Fallbrook Union Elementary,2018,5043,3.7440855790989507,0613500
208592,Fallbrook Union Elementary,2019,5274,4.580606781677573,0613500
18402,Fallbrook Union High,2015,2311,,0613530
87147,Fallbrook Union High,2016,2262,-2.120294244915621,0613530
111682,Fallbrook Union High,2017,2161,-4.465075154730328,0613530
138237,Fallbrook Union High,2018,2154,-0.3239241092086997,0613530
208107,Fallbrook Union High,2019,2150,-0.18570102135561745,0613530
18387,Fieldbrook Elementary,2015,147,,0613740
87537,Fieldbrook Elementary,2016,146,-0.6802721088435374,0613740
115232,Fieldbrook Elementary,2017,151,3.4246575342465753,0613740
139835,Fieldbrook Elementary,2018,137,-9.271523178807946,0613740
208082,Fieldbrook Elementary,2019,124,-9.48905109489051,0613740
18358,Firebaugh-Las Deltas Unified,2015,2266,,0613840
87732,Firebaugh-Las Deltas Unified,2016,2290,1.059135039717564,0613840
115367,Firebaugh-Las Deltas Unified,2017,2260,-1.3100436681222707,0613840
140051,Firebaugh-Las Deltas Unified,2018,2240,-0.8849557522123894,0613840
208053,Firebaugh-Las Deltas Unified,2019,2236,-0.17857142857142858,0613840
18198,Folsom-Cordova Unified,2015,19819,,0613890
90002,Folsom-Cordova Unified,2016,20262,2.235228820828498,0613890
115756,Folsom-Cordova Unified,2017,20291,0.14312506169183692,0613890
135967,Folsom-Cordova Unified,2018,20544,1.2468582130008379,0613890
207883,Folsom-Cordova Unified,2019,20546,0.009735202492211837,0613890
17979,Fontana Unified,2015,38693,,0613920
89455,Fontana Unified,2016,37979,-1.8452950146021243,0613920
114010,Fontana Unified,2017,37135,-2.2222807340898916,0613920
137039,Fontana Unified,2018,36276,-2.3131816345765452,0613920
207664,Fontana Unified,2019,36089,-0.5154923365310398,0613920
17974,Foresthill Union Elementary,2015,399,,0613980
89339,Foresthill Union Elementary,2016,398,-0.2506265664160401,0613980
114668,Foresthill Union Elementary,2017,406,2.0100502512562812,0613980
136373,Foresthill Union Elementary,2018,394,-2.955665024630542,0613980
207659,Foresthill Union Elementary,2019,417,5.83756345177665,0613980
17964,Forestville Union Elementary,2015,344,,0614010
89384,Forestville Union Elementary,2016,340,-1.1627906976744187,0614010
114929,Forestville Union Elementary,2017,262,-22.941176470588236,0614010
136253,Forestville Union Elementary,2018,236,-9.923664122137405,0614010
207649,Forestville Union Elementary,2019,288,22.033898305084744,0614010
17959,Forks of Salmon Elementary,2015,17,,0614040
89394,Forks of Salmon Elementary,2016,10,-41.17647058823529,0614040
134764,Forks of Salmon Elementary,2017,9,-10.0,0614040
136328,Forks of Salmon Elementary,2018,9,0.0,0614040
206279,Forks of Salmon Elementary,2019,9,0.0,0614040
18934,Fort Bragg Unified,2015,1934,,0614070
86747,Fort Bragg Unified,2016,1891,-2.2233712512926576,0614070
133365,Fort Bragg Unified,2017,1920,1.5335801163405607,0614070
135870,Fort Bragg Unified,2018,1883,-1.9270833333333335,0614070
206210,Fort Bragg Unified,2019,1911,1.486988847583643,0614070
18974,Fort Ross Elementary,2015,28,,0614130
83294,Fort Ross Elementary,2016,24,-14.285714285714285,0614130
135506,Fort Ross Elementary,2017,19,-20.833333333333336,0614130
140240,Fort Ross Elementary,2018,21,10.526315789473683,0614130
205280,Fort Ross Elementary,2019,15,-28.57142857142857,0614130
20596,Fortuna Union High,2015,1133,,0614190
84616,Fortuna Union High,2016,1103,-2.64783759929391,0614190
134676,Fortuna Union High,2017,1079,-2.175883952855848,0614190
138202,Fortuna Union High,2018,1107,2.5949953660797034,0614190
205179,Fortuna Union High,2019,1097,-0.9033423667570009,0614190
20546,Fountain Valley Elementary,2015,6368,,0614220
