,District,year,ENR_TOTAL,Percent Change,NCESDist
37377,San Ardo Union Elementary,2015,103,,0634080
89324,San Ardo Union Elementary,2016,97,-5.825242718446602,0634080
90838,San Ardo Union Elementary,2017,105,8.24742268041237,0634080
144875,San Ardo Union Elementary,2018,110,4.761904761904762,0634080
217313,San Ardo Union Elementary,2019,114,3.6363636363636362,0634080
37351,San Benito High,2015,3010,,0634140
73237,San Benito High,2016,3043,1.0963455149501662,0634140
91675,San Benito High,2017,3066,0.7558330594807755,0634140
144971,San Benito High,2018,3108,1.36986301369863,0634140
217287,San Benito High,2019,3187,2.541827541827542,0634140
36917,San Bernardino City Unified,2015,53092,,0634170
70779,San Bernardino City Unified,2016,52971,-0.22790627589844045,0634170
91025,San Bernardino City Unified,2017,52844,-0.2397538275660267,0634170
145715,San Bernardino City Unified,2018,52606,-0.4503822572099008,0634170
216853,San Bernardino City Unified,2019,52868,0.49804204843553973,0634170
35900,San Bruno Park Elementary,2015,2716,,0634230
80546,San Bruno Park Elementary,2016,2659,-2.0986745213549334,0634230
90891,San Bruno Park Elementary,2017,2632,-1.0154193305754042,0634230
145261,San Bruno Park Elementary,2018,2498,-5.091185410334346,0634230
216696,San Bruno Park Elementary,2019,2440,-2.321857485988791,0634230
30857,San Carlos Elementary,2015,3520,,0634290
77012,San Carlos Elementary,2016,3511,-0.2556818181818182,0634290
91734,San Carlos Elementary,2017,3545,0.9683850754770721,0634290
145350,San Carlos Elementary,2018,3441,-2.933709449929478,0634290
215348,San Carlos Elementary,2019,3399,-1.2205754141238012,0634290
23772,San Diego Unified,2015,128608,,0634320
77396,San Diego Unified,2016,127257,-1.0504789748693706,0634320
91857,San Diego Unified,2017,125721,-1.2070062943492303,0634320
143498,San Diego Unified,2018,123444,-1.8111532679504618,0634320
214090,San Diego Unified,2019,122274,-0.9477981918926801,0634320
23722,San Dieguito Union High,2015,12676,,0634380
78778,San Dieguito Union High,2016,12903,1.7907857368254971,0634380
96961,San Dieguito Union High,2017,13022,0.922266139657444,0634380
141211,San Dieguito Union High,2018,13099,0.5913070188911074,0634380
214040,San Dieguito Union High,2019,13141,0.3206351629895412,0634380
23108,San Francisco Unified,2015,58445,,0634410
76015,San Francisco Unified,2016,59778,2.280776798699632,0634410
96282,San Francisco Unified,2017,59944,0.277694134966041,0634410
141519,San Francisco Unified,2018,60309,0.6089016415320966,0634410
213406,San Francisco Unified,2019,60970,1.096022152580875,0634410
23063,San Gabriel Unified,2015,6412,,0634425
78658,San Gabriel Unified,2016,6288,-1.9338739862757333,0634425
96237,San Gabriel Unified,2017,7230,14.980916030534353,0634425
142168,San Gabriel Unified,2018,5668,-21.604426002766253,0634425
213361,San Gabriel Unified,2019,5560,-1.9054340155257588,0634425
22993,San Jacinto Unified,2015,11021,,0634440
81306,San Jacinto Unified,2016,11182,1.4608474730060792,0634440
95831,San Jacinto Unified,2017,11416,2.092648900017886,0634440
142239,San Jacinto Unified,2018,11541,1.0949544498948844,0634440
213291,San Jacinto Unified,2019,11597,0.48522658348496667,0634440
22732,San Jose Unified,2015,32377,,0634590
79471,San Jose Unified,2016,31928,-1.3867869166383544,0634590
96006,San Jose Unified,2017,31660,-0.839388624404911,0634590
142499,San Jose Unified,2018,31042,-1.9519898926089703,0634590
213020,San Jose Unified,2019,30083,-3.0893627987887378,0634590
22363,San Juan Unified,2015,49459,,0634620
80093,San Juan Unified,2016,49177,-0.5701692310802887,0634620
97257,San Juan Unified,2017,49943,1.5576387335543038,0634620
142835,San Juan Unified,2018,50404,0.9230522795987425,0634620
212651,San Juan Unified,2019,50704,0.5951908578684231,0634620
22303,San Leandro Unified,2015,8542,,0634680
72507,San Leandro Unified,2016,8618,0.8897213767267619,0634680
98355,San Leandro Unified,2017,8856,2.7616616384311907,0634680
143214,San Leandro Unified,2018,8904,0.5420054200542005,0634680
212591,San Leandro Unified,2019,9040,1.527403414195867,0634680
22213,San Lorenzo Unified,2015,11933,,0634710
70428,San Lorenzo Unified,2016,11703,-1.9274281404508506,0634710
98250,San Lorenzo Unified,2017,11501,-1.726053148765274,0634710
143294,San Lorenzo Unified,2018,11223,-2.4171811146856794,0634710
212501,San Lorenzo Unified,2019,10845,-3.3680834001603848,0634710
22183,San Lorenzo Valley Unified,2015,4642,,0634740
70624,San Lorenzo Valley Unified,2016,4921,6.010340370529944,0634740
98142,San Lorenzo Valley Unified,2017,4998,1.5647226173541962,0634740
148317,San Lorenzo Valley Unified,2018,5250,5.042016806722689,0634740
212471,San Lorenzo Valley Unified,2019,5410,3.0476190476190474,0634740
22178,San Lucas Union Elementary,2015,54,,0634770
70674,San Lucas Union Elementary,2016,68,25.925925925925924,0634770
98097,San Lucas Union Elementary,2017,74,8.823529411764707,0634770
148447,San Lucas Union Elementary,2018,73,-1.3513513513513513,0634770
212461,San Lucas Union Elementary,2019,74,1.36986301369863,0634770
22093,San Luis Coastal Unified,2015,7638,,0634800
74136,San Luis Coastal Unified,2016,7718,1.0473946059177797,0634800
97823,San Luis Coastal Unified,2017,7754,0.466442083441306,0634800
148806,San Luis Coastal Unified,2018,7812,0.748001031725561,0634800
215263,San Luis Coastal Unified,2019,7801,-0.1408090117767537,0634800
21954,San Marino Unified,2015,3127,,0634860
73552,San Marino Unified,2016,3063,-2.0466901183242725,0634860
93917,San Marino Unified,2017,3061,-0.0652954619653934,0634860
149228,San Marino Unified,2018,2953,-3.5282587389741917,0634860
215408,San Marino Unified,2019,2894,-1.9979681679647816,0634860
21974,San Marcos Unified,2015,20778,,0634880
73373,San Marcos Unified,2016,20944,0.798921936663779,0634880
97642,San Marcos Unified,2017,20971,0.1289152024446142,0634880
148943,San Marcos Unified,2018,21095,0.5912927375900052,0634880
216597,San Marcos Unified,2019,20960,-0.6399620763214032,0634880
24961,San Mateo-Foster City,2015,11966,,0634920
87207,San Mateo-Foster City,2016,11957,-0.07521310379408325,0634920
93482,San Mateo-Foster City,2017,11815,-1.1875888600819604,0634920
149481,San Mateo-Foster City,2018,11705,-0.9310198899703767,0634920
216393,San Mateo-Foster City,2019,11553,-1.2985903460059802,0634920
24920,San Mateo Union High,2015,8590,,0634980
88576,San Mateo Union High,2016,9077,5.669383003492433,0634980
93649,San Mateo Union High,2017,9458,4.197422055745291,0634980
149375,San Mateo Union High,2018,9559,1.06787904419539,0634980
216494,San Mateo Union High,2019,9849,3.0337901454127,0634980
25062,San Miguel Joint Union,2015,882,,0635010
87425,San Miguel Joint Union,2016,892,1.1337868480725624,0635010
93462,San Miguel Joint Union,2017,901,1.0089686098654709,0635010
149582,San Miguel Joint Union,2018,899,-0.22197558268590456,0635010
216378,San Miguel Joint Union,2019,869,-3.337041156840934,0635010
26443,San Pasqual Union Elementary,2015,558,,0635040
87722,San Pasqual Union Elementary,2016,553,-0.8960573476702508,0635040
93372,San Pasqual Union Elementary,2017,587,6.148282097649186,0635040
148312,San Pasqual Union Elementary,2018,584,-0.5110732538330494,0635040
216373,San Pasqual Union Elementary,2019,564,-3.4246575342465753,0635040
26420,San Pasqual Valley Unified,2015,725,,0635070
89964,San Pasqual Valley Unified,2016,712,-1.7931034482758619,0635070
93225,San Pasqual Valley Unified,2017,714,0.2808988764044944,0635070
147149,San Pasqual Valley Unified,2018,689,-3.5014005602240896,0635070
216295,San Pasqual Valley Unified,2019,654,-5.079825834542816,0635070
26374,San Rafael City Elementary,2015,4731,,0635090
89409,San Rafael City Elementary,2016,4758,0.570703868103995,0635090
93179,San Rafael City Elementary,2017,4730,-0.5884825556956704,0635090
146363,San Rafael City Elementary,2018,4602,-2.7061310782241015,0635090
216249,San Rafael City Elementary,2019,4574,-0.6084311169056932,0635090
26359,San Rafael City High,2015,2404,,0635110
89949,San Rafael City High,2016,2519,4.78369384359401,0635110
93962,San Rafael City High,2017,2646,5.041683207622072,0635110
146434,San Rafael City High,2018,2625,-0.7936507936507936,0635110
216234,San Rafael City High,2019,2749,4.723809523809524,0635110
26180,San Ramon Valley Unified,2015,32233,,0635130
84136,San Ramon Valley Unified,2016,32394,0.4994881022554525,0635130
95111,San Ramon Valley Unified,2017,32471,0.23769833919861702,0635130
146668,San Ramon Valley Unified,2018,32101,-1.139478303717163,0635130
216055,San Ramon Valley Unified,2019,31878,-0.6946824086477057,0635130
26145,San Ysidro Elementary,2015,4803,,0635220
84581,San Ysidro Elementary,2016,4811,0.16656256506350198,0635220
95026,San Ysidro Elementary,2017,4731,-1.6628559551028894,0635220
147104,San Ysidro Elementary,2018,4575,-3.2974001268230815,0635220
216020,San Ysidro Elementary,2019,4470,-2.2950819672131146,0635220
26045,Sanger Unified,2015,11438,,0635250
82092,Sanger Unified,2016,11722,2.482951564958909,0635250
94700,Sanger Unified,2017,12101,3.2332366490360003,0635250
148187,Sanger Unified,2018,12305,1.6858110899925627,0635250
215850,Sanger Unified,2019,12641,2.7305973181633485,0635250
25750,Santa Ana Unified,2015,53787,,0635310
82584,Santa Ana Unified,2016,52317,-2.7330023983490435,0635310
95388,Santa Ana Unified,2017,50943,-2.6262973794368945,0635310
147294,Santa Ana Unified,2018,49267,-3.2899515144377047,0635310
215555,Santa Ana Unified,2019,47873,-2.8294801794304507,0635310
25371,Santa Clara Unified,2015,15370,,0635430
86009,Santa Clara Unified,2016,15388,0.11711125569290827,0635430
94249,Santa Clara Unified,2017,15483,0.6173641798804262,0635430
171545,Santa Clara Unified,2018,15362,-0.7815022928373055,0635430
181190,Santa Clara Unified,2019,15277,-0.5533133706548626,0635430
25346,Santa Cruz City Elementary,2015,2294,,0635590
85632,Santa Cruz City Elementary,2016,2206,-3.836094158674804,0635590
94391,Santa Cruz City Elementary,2017,2096,-4.986400725294652,0635590
147589,Santa Cruz City Elementary,2018,1982,-5.438931297709924,0635590
182332,Santa Cruz City Elementary,2019,1976,-0.30272452068617556,0635590
25301,Santa Cruz City High,2015,4637,,0635600
81839,Santa Cruz City High,2016,4577,-1.2939400474444684,0635600
95066,Santa Cruz City High,2017,4630,1.1579637317019882,0635600
146449,Santa Cruz City High,2018,4608,-0.47516198704103674,0635600
180934,Santa Cruz City High,2019,4563,-0.9765625,0635600
25257,Santa Maria Joint Union High,2015,7900,,0635670
88504,Santa Maria Joint Union High,2016,7858,-0.5316455696202532,0635670
93892,Santa Maria Joint Union High,2017,7947,1.1326037159582591,0635670
149896,Santa Maria Joint Union High,2018,8166,2.7557568893922237,0635670
182479,Santa Maria Joint Union High,2019,8657,6.012735733529268,0635670
25077,Santa Monica-Malibu Unified,2015,11218,,0635700
71353,Santa Monica-Malibu Unified,2016,10986,-2.06810483152077,0635700
98435,Santa Monica-Malibu Unified,2017,10791,-1.774986346258875,0635700
142730,Santa Monica-Malibu Unified,2018,10616,-1.6217218052080435,0635700
186145,Santa Monica-Malibu Unified,2019,10332,-2.675207234363225,0635700
21924,Santa Rita Union Elementary,2015,3425,,0635790
79097,Santa Rita Union Elementary,2016,3519,2.7445255474452557,0635790
95961,Santa Rita Union Elementary,2017,3568,1.3924410343847684,0635790
142113,Santa Rita Union Elementary,2018,3646,2.18609865470852,0635790
185956,Santa Rita Union Elementary,2019,3588,-1.5907844212835986,0635790
25628,Santa Ynez Valley Union High,2015,997,,0635850
76987,Santa Ynez Valley Union High,2016,956,-4.112337011033099,0635850
97117,Santa Ynez Valley Union High,2017,944,-1.2552301255230125,0635850
145705,Santa Ynez Valley Union High,2018,926,-1.9067796610169492,0635850
185660,Santa Ynez Valley Union High,2019,888,-4.103671706263499,0635850
21869,Santee,2015,6691,,0635880
75211,Santee,2016,6758,1.0013450904199672,0635880
90570,Santee,2017,6777,0.28114826871855575,0635880
145073,Santee,2018,6819,0.619743249225321,0635880
188049,Santee,2019,6780,-0.5719313682358117,0635880
21550,Saratoga Union Elementary,2015,1995,,0635910
87315,Saratoga Union Elementary,2016,1902,-4.661654135338346,0635910
90545,Saratoga Union Elementary,2017,1816,-4.52155625657203,0635910
144730,Saratoga Union Elementary,2018,1765,-2.8083700440528636,0635910
187559,Saratoga Union Elementary,2019,1704,-3.4560906515580734,0635910
21101,Saugus Union,2015,9983,,0635970
70338,Saugus Union,2016,9896,-0.8714815185815887,0635970
106337,Saugus Union,2017,9958,0.6265157639450283,0635970
154390,Saugus Union,2018,9789,-1.6971279373368149,0635970
186550,Saugus Union,2019,9704,-0.8683215854530595,0635970
21091,Sausalito Marin City,2015,517,,0636000
87132,Sausalito Marin City,2016,557,7.7369439071566735,0636000
107288,Sausalito Marin City,2017,538,-3.4111310592459607,0636000
153694,Sausalito Marin City,2018,528,-1.858736059479554,0636000
184238,Sausalito Marin City,2019,484,-8.333333333333332,0636000
21071,Savanna Elementary,2015,2389,,0636030
87972,Savanna Elementary,2016,2323,-2.762662201758058,0636030
107783,Savanna Elementary,2017,2266,-2.4537236332328884,0636030
153781,Savanna Elementary,2018,2195,-3.1332744924977938,0636030
184027,Savanna Elementary,2019,2092,-4.69248291571754,0636030
21066,Scotia Union Elementary,2015,222,,0636100
72567,Scotia Union Elementary,2016,211,-4.954954954954955,0636100
105458,Scotia Union Elementary,2017,192,-9.004739336492891,0636100
155231,Scotia Union Elementary,2018,176,-8.333333333333332,0636100
183791,Scotia Union Elementary,2019,174,-1.1363636363636365,0636100
21009,Seeley Union Elementary,2015,337,,0636210
87127,Seeley Union Elementary,2016,335,-0.5934718100890208,0636210
105938,Seeley Union Elementary,2017,366,9.253731343283581,0636210
150872,Seeley Union Elementary,2018,371,1.366120218579235,0636210
184983,Seeley Union Elementary,2019,390,5.121293800539084,0636210
21004,Seiad Elementary,2015,32,,0636240
78868,Seiad Elementary,2016,19,-40.625,0636240
110055,Seiad Elementary,2017,17,-10.526315789473683,0636240
150912,Seiad Elementary,2018,18,5.88235294117647,0636240
184816,Seiad Elementary,2019,10,-44.44444444444444,0636240
20944,Selma Unified,2015,6541,,0636270
76847,Selma Unified,2016,6459,-1.253630943280844,0636270
111003,Selma Unified,2017,6451,-0.12385818238117355,0636270
150021,Selma Unified,2018,6393,-0.899085413114246,0636270
184597,Selma Unified,2019,6256,-2.1429688722039733,0636270
20939,Semitropic Elementary,2015,214,,0636330
80961,Semitropic Elementary,2016,226,5.607476635514018,0636330
109976,Semitropic Elementary,2017,215,-4.867256637168142,0636330
153134,Semitropic Elementary,2018,214,-0.46511627906976744,0636330
185007,Semitropic Elementary,2019,205,-4.205607476635514,0636330
20898,Sequoia Union High,2015,9716,,0636390
79847,Sequoia Union High,2016,9858,1.4615067929188965,0636390
108640,Sequoia Union High,2017,9974,1.176709271657537,0636390
152039,Sequoia Union High,2018,10197,2.235813114096651,0636390
183574,Sequoia Union High,2019,10142,-0.5393743257820928,0636390
20893,Shaffer Union Elementary,2015,184,,0636420
72927,Shaffer Union Elementary,2016,180,-2.1739130434782608,0636420
109806,Shaffer Union Elementary,2017,166,-7.777777777777778,0636420
141144,Shaffer Union Elementary,2018,192,15.66265060240964,0636420
184047,Shaffer Union Elementary,2019,193,0.5208333333333333,0636420
20878,Shandon Joint Unified,2015,289,,0636450
72025,Shandon Joint Unified,2016,310,7.26643598615917,0636450
100246,Shandon Joint Unified,2017,321,3.5483870967741935,0636450
137698,Shandon Joint Unified,2018,297,-7.476635514018691,0636450
185575,Shandon Joint Unified,2019,284,-4.377104377104377,0636450
20845,Shasta Union Elementary,2015,124,,0636570
75173,Shasta Union Elementary,2016,151,21.774193548387096,0636570
98801,Shasta Union Elementary,2017,156,3.3112582781456954,0636570
138929,Shasta Union Elementary,2018,114,-26.923076923076923,0636570
188164,Shasta Union Elementary,2019,139,21.929824561403507,0636570
20797,Shasta Union High,2015,5628,,0636600
87807,Shasta Union High,2016,5685,1.0127931769722816,0636600
99256,Shasta Union High,2017,5566,-2.0932277924362355,0636600
138252,Shasta Union High,2018,5616,0.8983111749910169,0636600
185908,Shasta Union High,2019,5545,-1.2642450142450143,0636600
20772,Shoreline Unified,2015,513,,0636670
88797,Shoreline Unified,2016,515,0.3898635477582846,0636670
99646,Shoreline Unified,2017,510,-0.9708737864077669,0636670
136228,Shoreline Unified,2018,508,-0.39215686274509803,0636670
186320,Shoreline Unified,2019,504,-0.7874015748031495,0636670
21258,Sierra-Plumas Joint Unified,2015,381,,0636780
82879,Sierra-Plumas Joint Unified,2016,376,-1.3123359580052494,0636780
102361,Sierra-Plumas Joint Unified,2017,407,8.24468085106383,0636780
140660,Sierra-Plumas Joint Unified,2018,407,0.0,0636780
183121,Sierra-Plumas Joint Unified,2019,432,6.142506142506143,0636780
21176,Sierra Sands Unified,2015,4963,,0636800
89023,Sierra Sands Unified,2016,5019,1.1283497884344147,0636800
103641,Sierra Sands Unified,2017,5085,1.315002988643156,0636800
137258,Sierra Sands Unified,2018,5116,0.6096361848574238,0636800
181570,Sierra Sands Unified,2019,5185,1.3487099296325256,0636800
21230,Sierra Unified,2015,1311,,0636805
84553,Sierra Unified,2016,1323,0.9153318077803204,0636805
104670,Sierra Unified,2017,1292,-2.3431594860166287,0636805
138174,Sierra Unified,2018,1271,-1.6253869969040249,0636805
182372,Sierra Unified,2019,1270,-0.07867820613690008,0636805
21282,Silver Fork Elementary,2015,16,,0636810
86907,Silver Fork Elementary,2016,11,-31.25,0636810
102775,Silver Fork Elementary,2017,6,-45.45454545454545,0636810
137572,Silver Fork Elementary,2018,13,116.66666666666667,0636810
180979,Silver Fork Elementary,2019,8,-38.46153846153847,0636810
21786,Silver Valley Unified,2015,2104,,0636820
85708,Silver Valley Unified,2016,2168,3.041825095057034,0636820
91814,Silver Valley Unified,2017,2104,-2.952029520295203,0636820
178975,Silver Valley Unified,2018,2167,2.994296577946768,0636820
181792,Silver Valley Unified,2019,2151,-0.7383479464697739,0636820
21744,Siskiyou Union High,2015,599,,0636940
45676,Siskiyou Union High,2016,555,-7.345575959933222,0636940
102420,Siskiyou Union High,2017,542,-2.3423423423423424,0636940
179975,Siskiyou Union High,2018,569,4.981549815498155,0636940
180989,Siskiyou Union High,2019,537,-5.623901581722319,0636940
21739,Snelling-Merced Falls Union Elementary,2015,83,,0636960
51735,Snelling-Merced Falls Union Elementary,2016,76,-8.433734939759036,0636960
103374,Snelling-Merced Falls Union Elementary,2017,82,7.894736842105263,0636960
171760,Snelling-Merced Falls Union Elementary,2018,78,-4.878048780487805,0636960
182302,Snelling-Merced Falls Union Elementary,2019,81,3.8461538461538463,0636960
21679,Snowline Joint Unified,2015,7789,,0636970
49791,Snowline Joint Unified,2016,7635,-1.9771472589549366,0636970
104353,Snowline Joint Unified,2017,7556,-1.0347085789129011,0636970
177251,Snowline Joint Unified,2018,7439,-1.548438327157226,0636970
183245,Snowline Joint Unified,2019,7450,0.14786933727651566,0636970
28203,Victor Valley Union High,2015,11873,,0636972
45701,Victor Valley Union High,2016,12148,2.3161795670849825,0636972
117361,Victor Valley Union High,2017,11086,-8.742179782680276,0636972
172865,Victor Valley Union High,2018,11327,2.1739130434782608,0636972
185528,Victor Valley Union High,2019,11648,2.8339366116359144,0636972
21644,Solana Beach Elementary,2015,3139,,0636990
50410,Solana Beach Elementary,2016,3012,-4.04587448231921,0636990
103830,Solana Beach Elementary,2017,2916,-3.187250996015936,0636990
175809,Solana Beach Elementary,2018,2891,-0.8573388203017833,0636990
186345,Solana Beach Elementary,2019,2961,2.4213075060532687,0636990
21585,Soledad Unified,2015,4861,,0637050
49741,Soledad Unified,2016,4856,-0.10285949393128986,0637050
99396,Soledad Unified,2017,4882,0.5354200988467875,0637050
176868,Soledad Unified,2018,4905,0.4711183941007784,0637050
185828,Soledad Unified,2019,4871,-0.6931702344546381,0637050
21829,Solvang Elementary,2015,570,,0637110
51667,Solvang Elementary,2016,591,3.684210526315789,0637110
99132,Solvang Elementary,2017,600,1.5228426395939088,0637110
175065,Solvang Elementary,2018,605,0.8333333333333334,0637110
188154,Solvang Elementary,2019,635,4.958677685950414,0637110
21525,Soquel Union Elementary,2015,1978,,0637290
51920,Soquel Union Elementary,2016,1981,0.15166835187057634,0637290
101410,Soquel Union Elementary,2017,1964,-0.8581524482584554,0637290
174231,Soquel Union Elementary,2018,1894,-3.5641547861507124,0637290
186525,Soquel Union Elementary,2019,1906,0.6335797254487857,0637290
21450,South Bay Union Elementary,2015,933,,0637350
46421,South Bay Union Elementary,2016,915,-1.929260450160772,0637350
102021,South Bay Union Elementary,2017,913,-0.2185792349726776,0637350
180269,South Bay Union Elementary,2018,949,3.943044906900329,0637350
183894,South Bay Union Elementary,2019,926,-2.423603793466807,0637350
21470,South Bay Union,2015,7586,,0637380
53304,South Bay Union,2016,7374,-2.7946216715001317,0637380
100276,South Bay Union,2017,7376,0.027122321670735017,0637380
176803,South Bay Union,2018,7197,-2.4267895878524945,0637380
184153,South Bay Union,2019,6948,-3.459774906210921,0637380
21445,South Fork Union,2015,241,,0637470
45490,South Fork Union,2016,241,0.0,0637470
109741,South Fork Union,2017,245,1.6597510373443984,0637470
179676,South Fork Union,2018,253,3.2653061224489797,0637470
184513,South Fork Union,2019,278,9.881422924901186,0637470
21401,South Pasadena Unified,2015,4718,,0637500
47495,South Pasadena Unified,2016,4767,1.0385756676557862,0637500
108164,South Pasadena Unified,2017,4781,0.2936857562408223,0637500
179300,South Pasadena Unified,2018,4749,-0.6693160426688978,0637500
184791,South Pasadena Unified,2019,4836,1.831964624131396,0637500
21322,South San Francisco Unified,2015,8924,,0637530
47043,South San Francisco Unified,2016,8860,-0.7171671896010758,0637530
111175,South San Francisco Unified,2017,8679,-2.0428893905191874,0637530
159750,South San Francisco Unified,2018,8462,-2.50028805161885,0637530
184518,South San Francisco Unified,2019,8411,-0.6026943984873553,0637530
21287,South Whittier Elementary,2015,3061,,0637560
66092,South Whittier Elementary,2016,2913,-4.835021234890559,0637560
110463,South Whittier Elementary,2017,2777,-4.668726398901476,0637560
159198,South Whittier Elementary,2018,2714,-2.2686352178610014,0637560
184829,South Whittier Elementary,2019,2609,-3.8688282977155493,0637560
21834,Southern Humboldt Joint Unified,2015,720,,0637590
66644,Southern Humboldt Joint Unified,2016,671,-6.805555555555555,0637590
109995,Southern Humboldt Joint Unified,2017,714,6.4083457526080485,0637590
158833,Southern Humboldt Joint Unified,2018,682,-4.481792717086835,0637590
185012,Southern Humboldt Joint Unified,2019,708,3.812316715542522,0637590
26520,Southern Kern Unified,2015,3214,,0637620
67023,Southern Kern Unified,2016,3406,5.973864343497199,0637620
105903,Southern Kern Unified,2017,3560,4.521432765707575,0637620
161019,Southern Kern Unified,2018,3557,-0.08426966292134831,0637620
185354,Southern Kern Unified,2019,3522,-0.9839752600506044,0637620
28198,Southside Elementary,2015,241,,0637650
64945,Southside Elementary,2016,236,-2.0746887966804977,0637650
105946,Southside Elementary,2017,229,-2.9661016949152543,0637650
160740,Southside Elementary,2018,213,-6.986899563318777,0637650
183796,Southside Elementary,2019,215,0.9389671361502347,0637650
26550,Spencer Valley Elementary,2015,2736,,0637680
65326,Spencer Valley Elementary,2016,2276,-16.812865497076025,0637680
105373,Spencer Valley Elementary,2017,2354,3.427065026362039,0637680
160145,Spencer Valley Elementary,2018,2412,2.463891248937978,0637680
184012,Spencer Valley Elementary,2019,2662,10.364842454394694,0637680
29267,Spreckels Union Elementary,2015,970,,0637710
67676,Spreckels Union Elementary,2016,973,0.30927835051546393,0637710
107531,Spreckels Union Elementary,2017,987,1.4388489208633095,0637710
156603,Spreckels Union Elementary,2018,981,-0.60790273556231,0637710
184228,Spreckels Union Elementary,2019,996,1.529051987767584,0637710
37513,Saint Helena Unified,2015,1227,,0637830
87072,Saint Helena Unified,2016,1198,-2.363488182559087,0637830
105980,Saint Helena Unified,2017,1191,-0.5843071786310517,0637830
154752,Saint Helena Unified,2018,1267,6.381192275398824,0637830
217471,Saint Helena Unified,2019,1242,-1.973164956590371,0637830
29247,Standard Elementary,2015,3068,,0637890
69287,Standard Elementary,2016,3130,2.0208604954367666,0637890
107254,Standard Elementary,2017,3115,-0.4792332268370607,0637890
156166,Standard Elementary,2018,3093,-0.7062600321027288,0637890
185590,Standard Elementary,2019,3106,0.42030391205948914,0637890
28933,Stockton Unified,2015,40271,,0638010
69644,Stockton Unified,2016,40912,1.5917161232648807,0638010
106018,Stockton Unified,2017,40775,-0.3348650762612437,0638010
156821,Stockton Unified,2018,41571,1.9521765787860208,0638010
186757,Stockton Unified,2019,41615,0.10584301556373432,0638010
28913,Stony Creek Joint Unified,2015,98,,0638070
67686,Stony Creek Joint Unified,2016,97,-1.0204081632653061,0638070
91655,Stony Creek Joint Unified,2017,85,-12.371134020618557,0638070
157862,Stony Creek Joint Unified,2018,62,-27.058823529411764,0638070
187771,Stony Creek Joint Unified,2019,76,22.58064516129032,0638070
28868,Sulphur Springs Union,2015,5383,,0638220
68375,Sulphur Springs Union,2016,5370,-0.24150102173509194,0638220
90708,Sulphur Springs Union,2017,5395,0.4655493482309125,0638220
157414,Sulphur Springs Union,2018,5336,-1.0936051899907322,0638220
188109,Sulphur Springs Union,2019,5326,-0.1874062968515742,0638220
28818,Sunnyvale,2015,6637,,0638460
68744,Sunnyvale,2016,6534,-1.5519059816182008,0638460
91464,Sunnyvale,2017,6570,0.5509641873278237,0638460
170564,Sunnyvale,2018,6663,1.4155251141552512,0638460
185610,Sunnyvale,2019,6421,-3.6319975986792734,0638460
28803,Surprise Valley Joint Unified,2015,137,,0638520
56087,Surprise Valley Joint Unified,2016,116,-15.328467153284672,0638520
95921,Surprise Valley Joint Unified,2017,108,-6.896551724137931,0638520
169599,Surprise Valley Joint Unified,2018,116,7.4074074074074066,0638520
186130,Surprise Valley Joint Unified,2019,108,-6.896551724137931,0638520
28787,Susanville Elementary,2015,1035,,0638550
55270,Susanville Elementary,2016,1096,5.8937198067632846,0638550
97626,Susanville Elementary,2017,1116,1.824817518248175,0638550
171253,Susanville Elementary,2018,1122,0.5376344086021506,0638550
186380,Susanville Elementary,2019,1285,14.527629233511586,0638550
28634,Sweetwater Union High,2015,40544,,0638640
54663,Sweetwater Union High,2016,40154,-0.9619179163378058,0638640
98611,Sweetwater Union High,2017,40243,0.22164666035762315,0638640
170992,Sweetwater Union High,2018,39856,-0.9616579280868722,0638640
181624,Sweetwater Union High,2019,39477,-0.9509233239662787,0638640
28604,Taft City,2015,2099,,0638700
55141,Taft City,2016,2216,5.574082896617437,0638700
97793,Taft City,2017,2327,5.009025270758123,0638700
169569,Taft City,2018,2341,0.6016330038676407,0638700
182537,Taft City,2019,2388,2.007689021785562,0638700
28594,Taft Union High,2015,1047,,0638730
63216,Taft Union High,2016,1033,-1.3371537726838587,0638730
93845,Taft Union High,2017,1022,-1.0648596321393997,0638730
162542,Taft Union High,2018,1015,-0.684931506849315,0638730
182362,Taft Union High,2019,1046,3.054187192118227,0638730
28534,Tahoe-Truckee Unified,2015,4010,,0638770
63647,Tahoe-Truckee Unified,2016,4153,3.5660847880299253,0638770
93397,Tahoe-Truckee Unified,2017,4133,-0.48157958102576454,0638770
161816,Tahoe-Truckee Unified,2018,4168,0.8468424872973626,0638770
180874,Tahoe-Truckee Unified,2019,4193,0.5998080614203455,0638770
28509,Tamalpais Union High,2015,4461,,0638790
64390,Tamalpais Union High,2016,4668,4.640215198386012,0638790
93937,Tamalpais Union High,2017,4807,2.9777206512425023,0638790
169424,Tamalpais Union High,2018,5013,4.285417100062409,0638790
182307,Tamalpais Union High,2019,5095,1.6357470576501096,0638790
28479,Tehachapi Unified,2015,4232,,0638880
57051,Tehachapi Unified,2016,4396,3.8752362948960304,0638880
94670,Tehachapi Unified,2017,4454,1.3193812556869882,0638880
168544,Tehachapi Unified,2018,4307,-3.3004041311180963,0638880
182639,Tehachapi Unified,2019,4236,-1.6484792198746225,0638880
28290,Temple City Unified,2015,5879,,0638980
62964,Temple City Unified,2016,5869,-0.17009695526450078,0638980
125597,Temple City Unified,2017,5818,-0.8689725677287442,0638980
